Codigo,Descripcion,Familia,Stock
V55JU03000,KONG CLASSIC RED S PEQUE¥O -9kg,GLORIA,6
V65211200,GUANTE NITRILO T-07,JARDINERIA - SEMILLAS,3
V65211220,GUANTE NITRILO T-09,JARDINERIA - SEMILLAS,0
V65301870,CLABER PROGRAMADOR RIEGO LOGICA,JARDINERIA - SEMILLAS,2
V6916IDC-FOR-0,JULIUS ARNES IDC T-0 NARANJA,ARTICULOS VP,1
V70104,TABERNIL ANTI-STRESS 20 ML.,TABERNIL-DAPAC,2
V704220216,TABERDOG COLLAR PERMETRINA 75 CM,FARMACIA,10
V819022,CAT'S BEST SMART PELLETS 10 KG.,JRS,61
V85722016950,TUBO FLUORESCENTE T5 13W,PECES,5
V93ES4210,PSITTACUS NECTAR LORIS 1 KG.,PSITTACUS,14
V93PA4210,Enc. PARROT HAND FEEDING 1 KG.,PSITTACUS,0
V93PI1110,PSITTACUS PIENSO MANT MINI 450g,PSITTACUS,59
V93PI1430,PSITTACUS FORMULA OMEGA 3 KG,PSITTACUS,8
V93PI1865,Enc PSITTAC PIENSO MANT LORO 15K,PSITTACUS,0
ZZZFLEXI04,VENTAS DE FLEXI A DAPAC 01,,0
ZZZMARS1,PROMOCIONES MARS -,PEDIGREE DOG,-1
V45BBX395,"COMEDERO ACERO INOX 0,85L",BUBIMEX,55
V45BBX441,PELOTA BLANCA CON CUERDA ROJA 5,BUBIMEX,23
V45BBX4602,HUESO RELLENO ULTYRA STRONG T-M,BUBIMEX,9
V45BBX4651,KLUB JUGUETE CUERDA AZUL T-S,BUBIMEX,51
V45BBX4653,KLUB JUGUETE CUERDA AZUL T-L,BUBIMEX,23
V45BBX4671,PELOTA JUGUETE CON ASA 5x40 CM.,BUBIMEX,32
V45BBX4760,PELUCHE OVEJITA BEIGE 16 CM.,BUBIMEX,26
V45BBX4824,Cuerda de algod¢n natural t. XXL,BUBIMEX,36
V45BBX4940,DENTAL+ JUGUETE DENTAL TPR 10 cm,BUBIMEX,21
V45BBX515,"PALITOS DE POLLO 50 Udes. 12,5CM",BUBIMEX,10
V45BBX5160,PALITOS DE PATO 20 Udes.26 CM.,BUBIMEX,10
V45BBX518,ROLLITOS DE POLLO 50 Udes./Bolsa,BUBIMEX,5
V45BBX560,DONUTS DE POLLO 10 CM. 20 Udes.,BUBIMEX,14
V45BBX5609,EXP. DONUTS POLLO COCO 9 CM 10 U,BUBIMEX,8
V45BBX561,PINCHOS DE CARNE 50 Udes 13 CM.,BUBIMEX,9
V45BBX5757,EXP. DONUTS COLAGENO POLLO 30 Ud,BUBIMEX,4
V45BBX5758,EXP. DONUTS COLAGENO PATO 30 Ude,BUBIMEX,3
V45BBX5761,EXP. DONUTS COLAGENO SALMON 48 U,BUBIMEX,5
V45BBX6052,EXPOSITOR BUBIMEX MADERA BALDAS,BUBIMEX,9
V45BBX633,GALLETAS MAXIS 1 KG.,BUBIMEX,21
V45BBX643,GALLETAS HUESITOS MIX GRANEL 2K,BUBIMEX,7
V45BBX6546,VEGGIES HUESO VEG C/ALGAS 100 UD,BUBIMEX,3
V45BBX6677,POLVO DE MEJILLON 400 GR.,BUBIMEX,9
V45BBX67999,MUESTRA CREAMY DOG,BUBIMEX,190
V45BBX6840,MEAT STICK CORDERO 12 GR.32 Uds.,BUBIMEX,4
V45BBX704,HUESO ENTERO DE JAMON 300 GR.,BUBIMEX,32
V45BBX7252,RABO BOVINO C/CARNE 30C 20U,BUBIMEX,4
V45BBX7541,PECHUGA DE POLLO CON COCO 70 GR.,BUBIMEX,21
V45BBX759,FILETS MIX POLLO Y PATO 300 GR.,BUBIMEX,20
V45BBX7849,JUGUETE TRONCO PIEL Y LANA 31c,BUBIMEX,24
V45BBX8035,BUBI NATURE DOG MUSLO POLLO 70 g,BUBIMEX,15
V45BBX8056-TIEND,BUBI NATURE DOG POLLO&PAPAYA 150,BUBIMEX,-4
V45BBX8057-TIEND,BUBI NATURE DOG POLLO&PI¥A 150 g,BUBIMEX,11
V45BBX8840,*** DENTAL+HUESO NUDO ALGAS 16,BUBIMEX,20
V45BBX8946,BARRA QUESO YAK 100-120 GR.,BUBIMEX,15
V45BBX9023-MUEST,MUESTRA BUBI CAT ATUN&QUESO 70,BUBIMEX,-27
V45BBX9237-TIEND,CREAMY CAT POLLO&CANG 60Gx4,BUBIMEX,12
V45BBX9261,WRAPS GATO POLLO Y SALMON 3 Uds.,BUBIMEX,71
V45BBX9262,WRAPS GATO POLLO Y ATUN 3 Uds.,BUBIMEX,30
V45BBX9423,CA¥A GATO RATON TELA,BUBIMEX,30
V45BBX9618,RASCADOR CARTON ONDULADO 45x24x1,BUBIMEX,13
V45BBX9619,RASCADOR CARTON BASTON MARINERO,BUBIMEX,8
V45BBX9694,RASCADOR CARTON BIGOTE 50x24x10,BUBIMEX,6
V45BBX97007,CARPA DE PLAYA PLEGABLE 70x60x60,BUBIMEX,20
V45BBX97403,COMEDERO DOBLE CERAMICA GATO,BUBIMEX,6
V45GUS502-TIENDA,CAT GUSTAV POLLO 85G   1-Ud,BUBIMEX,5
V45GUS603M,MUESTRA GUSTAV PATE ATUN 150G,BUBIMEX,43
V45GUS611M,MUESTRA GUSTAV JUNIOR PESCA 150G,BUBIMEX,217
V46MFE026,CHAMPU EQUINO BIOTINA 1L(Menfor),CABALLOS ACCESORIOS,6
V4771700120,ARPON DIAZIPOL 250 ML.,ZOTAL,21
V55JU03086,KONG PUPPY MEDIANO M 5-15,GLORIA,9
V55JU03156,AIR KONG SQUEAKER TENNIS Lx2,GLORIA,15
V55JU03299,KONG WOBBLER T-S 1-12 KG.,GLORIA,3
V70120,"TABERNIL POMADA 9,25 GR.",TABERNIL-DAPAC,10
V704220382,TABERGAT COLLAR ANTIPARASITARIO,FARMACIA,12
V800148/2,COLCHONETA OVALADA HUELLAS T-2,MARTI TORRO,5
V8207003,HUESO CALCIO VACUNO 13-17 CM.,SNACKS VARIOS,10
V85722016550,BOMBILLA ECO MINI - CFL 7W,PECES,5
V93PA3410,PSITTACUS PAPILLA MINI 1 KG.,PSITTACUS,20
V93PI4030,PSITTACUS PIENSO MINOR 3KG.,PSITTACUS,6
V93SE2404,SERINUS CANARIOS MANTENI 350 GR.,PSITTACUS,3
V45BBX4722,JUGUETE PELUCHE TORTUGA 15CM.,BUBIMEX,13
V45BBX4769,PELUCHE EXTENSIBLE ZORRO 47 cm.,BUBIMEX,12
V45BBX4956,BUBICHEF LICKFUN LAMER NARANJA,BUBIMEX,8
V45BBX514,"PALITOS DE PATO 50 Udes.12,5 CM.",BUBIMEX,12
V45BBX5161,PALITOS DE POLLO 20 UDES. 17 CM.,BUBIMEX,4
V45BBX519,ROLLS DE POLLO 20 Udes. 12 CM.,BUBIMEX,11
V45BBX556,HUESITOS NATURAL PROTECT 30 Uds.,BUBIMEX,23
V45BBX5627,EXP. TIRA DE BACON BBQ 100 Udes.,BUBIMEX,3
V45BBX5755,EXP. STICKS SALMON COLAGENO 80Ud,BUBIMEX,28
V45BBX590,GALLETA DE JENGIBRE PARA PERROS,BUBIMEX,0
V45BBX639,GALLETAS CORAZONES RELLENOS 2K,BUBIMEX,9
V45BBX6540,VEGGIES HAPPY ZOO 100 UDES 29 GR,BUBIMEX,3
V45BBX6549,VEGGIES BARRITA MAXI VEGETAL 60U,BUBIMEX,3
V45BBX698,GALLETAS PUPPY MIX 400 GR.,BUBIMEX,20
V45BBX7110,PIE DE CORDERO bolsa 10 Udes.,BUBIMEX,9
V45BBX7140,BUBIMEX MORRO DE CERDO 2 UDES.,BUBIMEX,26
V45BBX7142,MORRO DE CERDO 50 UNIDADES,BUBIMEX,3
V45BBX7240,OREJA DE CONEJO CON PELO 1 Kg.,BUBIMEX,36
V45BBX7360,NL STICK CARNE JUNIOR 100 GR.,BUBIMEX,60
V45BBX7392,BUBIMEX CARAVACA 15 CM. 1 KG.,BUBIMEX,50
V45BBX758,ALBONDIGAS DE POLLO CON ARROZ,BUBIMEX,59
V45BBX7838,BALON DE FUTBOL CON ASA 30 cm,BUBIMEX,16
V45BBX790,FILETS DE SALMON 100 GR.,BUBIMEX,62
V45BBX792,NL PESCADOS OMEGA 100 GR.,BUBIMEX,30
V45BBX801,BONIES HUESO PRENSADO 8 CM (4u),BUBIMEX,112
V45BBX8050,BUBI NATURE DOG PECHUGA 150 gr.,BUBIMEX,17
V45BBX8054-TIEND,BUBI NATURE DOG BUEY&POLLO 150 g,BUBIMEX,12
V45BBX8071,BUBI NATURE DOG SOPA PATO 185 G,BUBIMEX,59
V45BBX840,ZAPATOS MASTICABLES MINI 4 Udes.,BUBIMEX,40
V45BBX845,PORKIES CURLIES 15 CM.,BUBIMEX,20
V45BBX8594,STICKS COLAGENO SALMON 2 Udes.,BUBIMEX,80
V45BBX874,HUESO RELLENO DE CABRA 17 CM.,BUBIMEX,3
V45BBX8954,QUESO YAK MENTA 60-80 GR.,BUBIMEX,27
V45BBX9021,BUBI NATURE CAT ATUN&PESC BLANCO,BUBIMEX,17
V45BBX9023-TIEND,BUBI NATRE CAT ATUN & QUESO 70 g,BUBIMEX,23
V45BBX9057,BUBI NATURE CAT SOPA POLLO 50 12,BUBIMEX,38
V45BBX9080,BUBI NATURE CAT FILETE POLLO 140,BUBIMEX,8
V45BBX9112,RATON DE CATNIP CON PLUMAS 12 cm,BUBIMEX,23
V45BBX9301,MALTA PARA GATOS AVE 100 GR.,BUBIMEX,15
V45BBX9302,MALTA PARA GATOS SALMON 100 GR,BUBIMEX,20
V45BBX939,FREEZIES HIGAD POLLO LIOFIL.30GR,BUBIMEX,64
V45BBX989,PALETA HIGIENICA ARENERO GATO,BUBIMEX,22
V45GUS501,CAT GUSTAV MOUSSE BUEY 85G 12Uds,BUBIMEX,17
V45GUS611,DOG JUNIOR GUSTAV PATE PESCA 150,BUBIMEX,15
V45MC320,MICRODOR CHAMPU BIO 500 ML.,BUBIMEX,27
V45WILL0130,LATA OPTIMAL POLLO 800 GR.,BUBIMEX,47
V45WILL024,LATA CAT OPTIMAL SAL/ARE 200 GR.,BUBIMEX,25
V50740,PUERTA PERRO 2-POSICIONES,ARTICULOS VP,2
V704220212,TABERDOG COLLAR PERMETRINA 60 CM,FARMACIA,11
V704220214,TABERDOG COLLAR PERMETRINA 40 CM,FARMACIA,10
V70DA2181,DAPAC TOTAL AQUAVITAMINI PAJAROS,TABERNIL-DAPAC,1
V800133/L,COLCHONETA LETRAS - 3 Unid. T-L,MARTI TORRO,6
V93CO5120,Enc. PSITTACUS SONDA ROJA 10m,PSITTACUS,0
V93CO6007,Enc. VITAMIN-MINER SUPPLEM 700G.,PSITTACUS,0
V93PA3110,PSITTACU PAPILLA ALTA ENERG 1 Kg,PSITTACUS,32
ZZZPORTES,ZZZ  RECARGO POR MINIMOS (portes,TRANSPORTE CLIENTES,-20
V45BBX353,BOLSO ENTRENAMIENTO MULTIFUNCION,BUBIMEX,7
V45BBX391,"COMEDERO ACERO INOX 0,525L",BUBIMEX,5
V45BBX4423,JUGUETE ESTRELLA GOMA NATURAL,BUBIMEX,4
V45BBX4424,JUGUETE STICK GOMA NATURAL,BUBIMEX,4
V45BBX4713,JUGUETE TELA SANDALIA,BUBIMEX,17
V45BBX4963,BUBICHEF MOLDE GOLOS HUESO /PEZ,BUBIMEX,24
V45BBX535,HUESO PRENSADO GRANEL 17 CM (25u,BUBIMEX,16
V45BBX537,HUESO PRENSADO GRANEL 26 CM (5ud,BUBIMEX,18
V45BBX5615,EXP. BRETZEL POLLO/ZANAHO 20U,BUBIMEX,8
V45BBX5621,EXP. BIZCOCHO POLLO/FRESA 25 Ud.,BUBIMEX,11
V45BBX5622,EXP. BIZCOCHO POLLO/ARAND 25 Ud.,BUBIMEX,8
V45BBX650,BUBIS SNACK POLLO S/GLUTEN 200 G,BUBIMEX,34
V45BBX6551,VEGGIES STICKS NATURALES 70U 18C,BUBIMEX,4
V45BBX6842,MEAT STICK PAVO 12 GR.32 Uds.,BUBIMEX,9
V45BBX6843,MEAT STICK CARNE DE CAZA 32 Uds.,BUBIMEX,6
V45BBX687,DUOS SNACK MINI SALM&POLLO 140G,BUBIMEX,18
V45BBX7234,OREJAS DE CORDERO 1 Kg.,BUBIMEX,9
V45BBX728,OREJAS DE BUEY 50 UNIDADES,BUBIMEX,11
V45BBX739,NL CARAVACA DE BUEY 200 GR.,BUBIMEX,43
V45BBX7472,PIEL DE CORDERO TRENZADA 50 UDES,BUBIMEX,2
V45BBX761,FILETE DE PATO 300 gr.,BUBIMEX,48
V45BBX762,ALBONDIGAS DE PATO CON ARROZ 100,BUBIMEX,31
V45BBX78002,JUGUETE RENO VINILO 12 CM.,BUBIMEX,0
V45BBX791,NL STICKS BACALAO 60 GRx6,BUBIMEX,79
V45BBX8033,BUBI NATURE DOG POLLO&PESCAD 70g,BUBIMEX,18
V45BBX813,BONIES HUESO NUDO 25 CM.,BUBIMEX,21
V45BBX815,CHIKIES PALILLOS DE POLLO 95 gr.,BUBIMEX,17
V45BBX820,BONIES HUESO BLANCO NUDO 7C (6u),BUBIMEX,33
V45BBX870,HUESO RELLENO AVESTRUZ 12 CM. 2u,BUBIMEX,26
V45BBX8870,PALITOS DENTALES TRENZADOS ALGA,BUBIMEX,48
V45BBX8997,SOFTIES AGILITY POLLO 120G 8UD,BUBIMEX,40
V45BBX9025,BUBI NATURE CAT ATUN&SALMON 70g,BUBIMEX,2
V45BBX9056-TIEND,BUBI NATURE CAT SOPA SALMON 50 G,BUBIMEX,-1
V45BBX9114,PALO DE MADERA C/CORAZON CATNIP,BUBIMEX,24
V45BBX941,JUGUETE RATON GRIS CON CATNIP,BUBIMEX,20
V45BBX9480,RATONCITO CON PELOTA DE TENIS,BUBIMEX,22
V45BBX976,TAPA DE SILICONA apta 3 TAMA¥OS,BUBIMEX,0
V45MC410,MICRODOR AMBIENT BIO 500 ML.,BUBIMEX,10
V45WILL0103,LATA OPTIMAL PATO/POLLO 200 GR.,BUBIMEX,28
V45WILL0118,LATA OPTIMAL PATO/POLLO 400 GR.,BUBIMEX,49
V55JU03015,KONG EXTREME XL NEGRO EXT  27-41,GLORIA,4
V55JU03085,KONG PUPPY PEQUE¥O S -9 KP3E,GLORIA,4
V70DA2002,DAPAC AD3E 20 ml.,TABERNIL-DAPAC,17
V800133/S,COLCHONETA LETRAS - 3 Udes. T-S,MARTI TORRO,7
V800148/4,COLCHONETA OVALADA HUELLAS T-4,MARTI TORRO,7
V8190892,"CAT'S BEST ORIGINAL 2,1 KG. (6)",JRS,76
V819112,CAT'S BEST SMART PELLET 5 KG.,JRS,145
V820029,*HUESO PRENSADO GRANEL 8CM(10X2u,SNACKS VARIOS,12
V820685,    HUESO DOBLE NUDO MIX 12 CM,SNACKS VARIOS,2
V820686,PALILLO PIEL 20 Unid. 7/8 MM,SNACKS VARIOS,0
V93PA3150,Enc PSITTAC PAPILLA ALTA ENER 5K,PSITTACUS,0
V93PA3710,Enc PSITTACUS PAPILLA LORIS 1 KG,PSITTACUS,0
V93PI1310,PSITT PIENSO MANT ALTA PROT 800G,PSITTACUS,0
V93PI6010,Enc.PSITTACUS LORY PEARLS 800GR.,PSITTACUS,0
V45BBX2120,CASA DE MADERA 15x11x12 CM.,BUBIMEX,13
V45BBX25302,Collar Nylon Verde 25mm 45/65 cm,BUBIMEX,15
V45BBX25600,Arn‚s Nylon Rojo  15 mm 40/65 cm,BUBIMEX,15
V45BBX2634,ARNES ANIMAL PRINT T-L AZUL,BUBIMEX,13
V45BBX2663,ARNES ANIMAL PRINT T-XS BLANCO,BUBIMEX,13
V45BBX2674,ARNES+CORREA ANIM PRI T-XXS GRIS,BUBIMEX,20
V45BBX315,COMEDERO ACERO INOX ANILLO 16 cm,BUBIMEX,10
V45BBX326,CHAMPU HIDRATANTE ALOE VERA 250,BUBIMEX,1
V45BBX3490,RECARGA CEPILLO ADHESIVO 2 Udes.,BUBIMEX,34
V45BBX4083,JUGUETE ULTRA STRONG ROJO 9 cm,BUBIMEX,8
V45BBX4230,"JUGUETE HUESITO LATEX 2x9,5 CM.",BUBIMEX,14
V45BBX4504,SQUEAK BALL T-L x 2,BUBIMEX,48
V45BBX4667,Hueso de algod¢n reciclado y yut,BUBIMEX,36
V45BBX4700,PERRO DE FELPA CON CUERDA,BUBIMEX,6
V45BBX4723,JUGUETE PELUCHE TIBURON 18 CM,BUBIMEX,9
V45BBX4953,BUBICHEF LICKONE LAMER AZUL,BUBIMEX,16
V45BBX4972,BUBICHEF LICKCROSS LAMER AZUL,BUBIMEX,11
V45BBX5300,ALITAS DE POLLO CRUJIENTE 100 UD,BUBIMEX,15
V45BBX543,HUESO NUDO GRANEL 25 CM (10u),BUBIMEX,9
V45BBX553,HUESITO NATUR. CON L-CARNITI 30u,BUBIMEX,16
V45BBX5607,EXP. DONUTS POLLO ZANAHO 9C 10 U,BUBIMEX,16
V45BBX5763,EXP. BASTONCILLOS COLAG POLLO 35,BUBIMEX,17
V45BBX646,GALLETAS PUPPY GRANEL 2 KG.,BUBIMEX,9
V45BBX6534,VEGGIES OSITOS POLLO/LEG 60 UDES,BUBIMEX,4
V45BBX660,ACEITE VITALIDAD 250 ML.,BUBIMEX,4
V45BBX667A,ACEITE DE MICROALGAS 10 ML.,BUBIMEX,25
V45BBX6796,CREAMY DOG POLLO&JUDIAS 60x4 12U,BUBIMEX,9
V45BBX699,GALLETAS FIGURITAS ANIMALES 500G,BUBIMEX,16
V45BBX7121,OREJAS DE CERDO 100 UNIDADES,BUBIMEX,3
V45BBX7251,RABO BOVINO C/CARNE 15C 40U,BUBIMEX,8
V45BBX741,BUBIMEX PULMON DE BUEY 500 GR.,BUBIMEX,14
V45BBX760,FILETS DE PATO 70 GR.,BUBIMEX,17
V45BBX7610,FILETS DE PATO 1 KG.,BUBIMEX,22
V45BBX7706,BUBIMEX PATAS DE POLLO 1 KG.,BUBIMEX,45
V45BBX7716,PATAS DE POLLO BLANCAS 50 UDES.,BUBIMEX,16
V45BBX802,BONIES HUESO PRENSADO 11 CM (2u),BUBIMEX,137
V45BBX848,PORKIES DONUTS PIEL DE CERDO 8 C,BUBIMEX,13
V45BBX8810,DENTAL+HUESO MASTICAR ALGAS 2Ud,BUBIMEX,14
V45BBX8922,ASTA DE GAMO S -  25-75 GR.,BUBIMEX,15
V45BBX895,ASTA NATURAL CIERVO T-S,BUBIMEX,6
V45BBX8957,QUESO YAK CURCUMA 60-80 GR.,BUBIMEX,27
V45BBX8961,QUESO YAK FRESA 100-120 GR.,BUBIMEX,21
V45BBX8981,DONUTS GLASEADO COMBO PACK 7C 4U,BUBIMEX,52
V45BBX9030,BUBI NATURE CAT FILETES POLLO 70,BUBIMEX,16
V45BBX9051-TIEND,BUBI NATURE CAT CABALLA 70 gr.,BUBIMEX,24
V45BBX914,CAT MERCIES DE POLLO 100 GR.,BUBIMEX,88
V45BBX9424,JUGUETE CA¥A GATO CON PESCADO,BUBIMEX,-1
V45BBX9757,COLLAR ELASTICO GATO N§12,BUBIMEX,5
V45BBX981,ARNES+CORREA GATO,BUBIMEX,1
V45C153559,FREGASUELOS BIOFLOOR 5L.,BUBIMEX,3
V45GUS600,DOG GUSTAV PATE DE CORDERO 150G,BUBIMEX,11
V45GUS643,DOG GUSTAV PATE DE ATUN 400 GR.,BUBIMEX,58
V4770100120,ZOTAL ZERO DESINFECTANTE 250 ML.,ZOTAL,5
V55JU03556,KONG SCRUNCH KNOTS ARDILLA T-L,GLORIA,7
V820601,HUESO PRENSADO 8 CM.(2 Udes.),SNACKS VARIOS,15
V93PI1350,Enc. PSITTACU MANT ALTA PROT 12K,PSITTACUS,0
V93SE1100,PAPILLA SERINUS SILVESTRE 1K,PSITTACUS,14
V93SE1204,Enc PAPILLA SERINUS CANARIO 350G,PSITTACUS,2
V45BBX4770,PELUCHE EXTENSIBLE SAVANNA 54c,BUBIMEX,21
V45BBX4954,BUBICHEF LICKFOUR LAMER NARANJA,BUBIMEX,18
V45BBX4973,BUBICHEF LICKCROSS LAMER NARANJA,BUBIMEX,11
V45BBX4976,BUBICHEF LICKGRASS ALFOMBRA AZU,BUBIMEX,23
V45BBX5170,PALITOS DE PATO 20 Udes. 38 CM.,BUBIMEX,5
V45BBX545,HUESOS DE COLAGENO 11 CM.(10 ud),BUBIMEX,8
V45BBX548,HUESOS DE COLAGENO 21 CM.(5 ud),BUBIMEX,10
V45BBX5603,EXP. DONUTS POLLO ZANAH 7 CM 10U,BUBIMEX,25
V45BBX5760,EXP. DONUTS COLAGENO PATO 48 Ud.,BUBIMEX,4
V45BBX609,PINKIES HUESITOS DE SALMON 300 G,BUBIMEX,18
V45BBX617,PALITOS CON TRIPA 120 gr.,BUBIMEX,19
V45BBX636,"GALLETAS HUESITOS RELLENOS 2,5K",BUBIMEX,15
V45BBX6533,EXP. POLLO ASADO 45 Udes. 11 CM,BUBIMEX,5
V45BBX6547,VEGGIES HUESO VEG C/ ALGAS 50 UD,BUBIMEX,3
V45BBX661,ACEITE DE SARDINA 250 ML.,BUBIMEX,40
V45BBX662,ACEITE DE CANNABIS 250 ML.,BUBIMEX,7
V45BBX679, TUBITO MOUSSE DE HIGADO 75G,BUBIMEX,3
V45BBX744,NATURE LABEL MIX CARNE SECA 300G,BUBIMEX,18
V45BBX7500,CUELLO DE PAVO 60G 10 UDES.,BUBIMEX,15
V45BBX789,NL PESCADO TWISTERS 60 GR.trenza,BUBIMEX,144
V45BBX8024,BUBI NATURE DOG ATUN & POLLO 70g,BUBIMEX,19
V45BBX805,BONIES HUESO PRENSADO 21 CM.,BUBIMEX,34
V45BBX825,DENTAL+HUESO ANUDAD MENTA 11 CM.,BUBIMEX,35
V45BBX836,BASTONCITOS TRENZADOS 25 Udes.,BUBIMEX,29
V45BBX8820,DENTAL+HUESO MASTICAR ALGAS 1Ud,BUBIMEX,19
V45BBX894,ASTA NATURAL CIERVO T-XS,BUBIMEX,21
V45BBX8950,BARRA QUESO YAK 190-220 GR.,BUBIMEX,17
V45BBX9026,BUBI NATURE CAT ATUN & DORADA 70,BUBIMEX,18
V45BBX9033-TIEND,BUBI NATURE CAT POLLO&PESCADO 70,BUBIMEX,23
V45BBX9069,Bubi Nature CAT SOUP Pollo 135gr,BUBIMEX,132
V45BBX9117,JUGUETE GATO MATATABI&CATNIP 22C,BUBIMEX,19
V45BBX9240,MUESTRA CREAMY CAT,BUBIMEX,200
V45BBX9699,RASCADOR CARTON PLANO 45x15x4,BUBIMEX,64
V45BBX97000,BEBEDERO + COMEDERO 800 ml.AMARI,BUBIMEX,48
V45GUS504,CAT GUSTAV MOUSSE PAVO 85G 12Ud,BUBIMEX,15
V45GUS602M,MUESTRA GUSTAV PATE PAVO 150G,BUBIMEX,80
V45GUS603,DOG GUSTAV PATE DE ATUN 150G,BUBIMEX,13
V46MFP195,ANTIMORDEDURA MUEBLE-OBJ.125 ml,ARTICULOS VP,20
V4770100140,ZOTAL ZERO DESINFESTANTE 1L.,ZOTAL,13
V50305EW-M-B,EASY WALK ARNES MEDIANO NEGRO.,ARTICULOS VP,9
V819735,"CAT'S BEST ORIGINAL 17,20 KG.",JRS,120
V820051,*HUESO PRENSADO GRANEL 14 CM(20u,SNACKS VARIOS,7
V93PI1120,PSITTACUS MINI 3 KG. (2),PSITTACUS,8
V93PI1220,PSIT PIENSO MANT ALTA ENER 3K (2,PSITTACUS,48
V93PI1450,Enc. PSITTACUS OMEGA 12 KG.,PSITTACUS,0
V93PI3035,PSITTACUS PIENSO MICRO 350 GR.,PSITTACUS,5
V93PI4050,Enc PSITTACUS PIENSO MINOR 12KG.,PSITTACUS,0
V45BBX26501,Correa Nylon Negro 3 positions 2,BUBIMEX,14
V45BBX2654,CORREA ANIMAL PRINT T-M FUCSIA,BUBIMEX,14
V45BBX2675,ARNES+CORREA ANIMAL PRI T-XS GRI,BUBIMEX,20
V45BBX3022,COMEDERO BOLAS DE GRASA,BUBIMEX,22
V45BBX3082,JUGUETE PAJAROS CON CUERDA GR,BUBIMEX,18
V45BBX3104,NIDO DE MADERA EMMA 19x15x23 CM.,BUBIMEX,4
V45BBX3286,ACEITE DE JOJOBA SPRAY 175 ML.,BUBIMEX,33
V45BBX396,"SOPORTE 2 COMEDEROS 2,75 L 50 CM",BUBIMEX,8
V45BBX3999,BOLSA IMPERMEABLE 15 L,BUBIMEX,9
V45BBX4080,JUGUETE ULTRA STRONG RUBB MANCUE,BUBIMEX,11
V45BBX4505,AQUA TOY PI¥A BOTELLA,BUBIMEX,7
V45BBX4513,"BALON DE RUGBY 12,5x7,5 CM.",BUBIMEX,25
V45BBX4652,KLUB JUGUETE CUERDA AZUL T-M,BUBIMEX,13
V45BBX47001,PELUCHE PULPO CON SONIDO ROJO,BUBIMEX,15
V45BBX4966,BUBICHEF MOLDE GOLOSINAS HUESO,BUBIMEX,24
V45BBX504,PALITOS MUNCHY 100 UDES. 800 GR.,BUBIMEX,210
V45BBX5606,EXP. DONUTS POLLO FRESA 7 CM 10U,BUBIMEX,10
V45BBX562,HUESOS ANUDADOS CARNE 25 UDES.,BUBIMEX,3
V45BBX5620,EXP. BIZCOCHO POLLO/COCO 25 Ud.,BUBIMEX,11
V45BBX5625,EXP. COSTILLAS BBQ 55 Udes.,BUBIMEX,5
V45BBX5764,EXP. DONUTS COLAG POLLO Y VIR 25,BUBIMEX,5
V45BBX5765,EXP. DONUTS COLAG POL TOPI 25 Ud,BUBIMEX,11
V45BBX6058,"BUBISNACKS GOODIES 1,8 Kg.",BUBIMEX,8
V45BBX6111,SALCHICHAS CORDERO 10 GR. 200 U,BUBIMEX,5
V45BBX619,DENTAL+DENTIES 180 GR.(vitam ADE,BUBIMEX,77
V45BBX638,GALLETAS HAMBURGUESAS 2 KG.,BUBIMEX,16
V45BBX6650,ACEITE DE INSECTOS 500 ML.,BUBIMEX,6
V45BBX6761,ACEITE DE SALMON 1 L.,BUBIMEX,8
V45BBX6841,MEAT STICK TERNERA 12 GR.32 Uds.,BUBIMEX,6
V45BBX734,NATURE LABEL ESOFAGO DE BUEY 250,BUBIMEX,20
V45BBX740,NL TENDONES DE BUEY 200 GR.,BUBIMEX,17
V45BBX749,CUELLO DE POLLO 200 GR.,BUBIMEX,16
V45BBX78017,PELUCHE PINGšINO 17 CM.,BUBIMEX,15
V45BBX7851,JUGUETE MONSTRUO NARANJA,BUBIMEX,17
V45BBX794,HEARTS CORAZONES DE POLLO 100 GR,BUBIMEX,32
V45BBX8005R,HUESO PRENSADO 17 cm. 25 Udes.,BUBIMEX,15
V45BBX8031,BUBI NATURE DOG POLLO & QUESO 70,BUBIMEX,19
V45BBX8061,BUBI NATURE DOG ATUN&ALOE V 150g,BUBIMEX,19
V45BBX8751,DUCKIES PALITOS DE PATO 12C 10 U,BUBIMEX,31
V45BBX8980,CHURROS DE POLLO 50 GR.,BUBIMEX,45
V45BBX8987,FRUITIES CEPILLOS DE COCO 90 gr,BUBIMEX,16
V45BBX9022,BUBI NATURE CAT ATUN 70 gr.,BUBIMEX,12
V45BBX9062,BUBI NATURE CAT ATUN&POLLO 70 GR,BUBIMEX,191
V45BBX917,CAT STRIPS CON SALMON 50 GR.,BUBIMEX,109
V45BBX961,RASCADOR SISAL COLGAR 60x20 cm,BUBIMEX,22
V45BBX97014,ESTERILLA DE VIAJE PLEGABLE 105x,BUBIMEX,12
V45BBX992,ARENA AGLOMERANTE LECHO 5 KG.,BUBIMEX,13
V45GUS624,DOG GUSTAV PATE POLLO 300GR 18Ud,BUBIMEX,6
V45MC310,MICRODOR BODY BIO 75 ML.,BUBIMEX,28
V45WILL170,DOG TARRINA TRUCHA&SALMON 12x80g,BUBIMEX,7
V45WILL172,DOG TARRINA SALMON&ENELDO 12x80g,BUBIMEX,7
